statusN_Rmean=2,statusS_Rmean=2,tempC_Rmean=2,windspeedMiles_Rmean=2,precipMM_Rmean=2,humidity_Rmean=2,visibility_Rmean=2,pressure_Rmean=2,cloudcover_Rmean=2,heatIndexC_Rmean=2,dewPointC_Rmean=2,windChillC_Rmean=2,windGustMiles_Rmean=2,feelsLikeC_Rmean=2,Expanding Mean 2 statusN,Expanding Mean 2 statusS,Expanding Mean 2 tempC,Expanding Mean 2 windspeedMiles,Expanding Mean 2 precipMM,Expanding Mean 2 humidity,Expanding Mean 2 visibility,Expanding Mean 2 pressure,Expanding Mean 2 cloudcover,Expanding Mean 2 heatIndexC,Expanding Mean 2 dewPointC,Expanding Mean 2 windChillC,Expanding Mean 2 windGustMiles,Expanding Mean 2 feelsLikeC
1.0,0.1105770946232812,-0.3581897637258574,-0.11962506100198625,-0.0591137353440937,0.300788407798371,-0.008633029994032933,-0.04724078814950561,0.025837139461204323,-0.3602022816805759,-0.22912252351888682,-0.35837868093009034,-0.07378624678838287,-0.3602022816805759,0.9626049314759884,0.11078589628946044,-0.34954206885343236,-0.12742395629152847,-0.04879476738556152,0.2918484286427779,0.052897446187533836,-0.05296222164581843,0.021189958542447034,-0.3499576101337811,-0.22232583907675593,-0.34974505480636264,-0.07670480265070308,-0.3499576101337811
0.1105770946232812,1.0,-0.10241662588748601,-0.0001215028796619867,0.016189123959947083,0.0847319333620018,0.0010383182606077698,0.006428028774484442,-0.015387492965746648,-0.10129885660731279,-0.06086831533174705,-0.10242167242104325,0.02291711675975137,-0.10129885660731279,0.10828296451002252,0.9764103718503399,-0.10066584767581256,0.00601611812622326,0.012543027978195247,0.08295401794912884,-0.0266944040918365,0.004903335923550951,-0.01595495256458314,-0.09925172286753015,-0.05894144368911867,-0.10068347135770757,0.02110230092534104,-0.09925172286753015
-0.3581897637258574,-0.10241662588748601,1.0,0.06617300362651622,-0.07962779641504855,-0.9137497335183958,-0.016171226776108504,0.005522729118843408,-0.20658417141362534,0.9736690916812137,0.34644423492906046,0.9999151066004827,-0.08982309000658233,0.9736690916812137,-0.3626029459532814,-0.10414397294661684,0.9944588385514576,0.08641693475798287,-0.014061626502549529,-0.9077360252645013,0.0548060599807284,0.00018117953158196273,-0.19759060082558016,0.9658899079997357,0.3367644364933478,0.9943691083487168,-0.051587652693388046,0.9658899079997357
-0.11962506100198625,-0.0001215028796619867,0.06617300362651622,1.0,0.42171804987741923,-0.031131991521487,-0.3360644615448341,-0.4837096237570235,0.3580543141203,0.05319709660436217,-0.02965097613657836,0.0670168572627011,0.9575262592495845,0.05319709660436217,-0.11534863173100345,-0.0010272684828202614,0.037803766834454626,0.9913819860758547,0.4228264156621239,-0.005481451187209651,-0.3481240992038493,-0.4787100413288877,0.353837628194899,0.02459218088555681,-0.04222035543209939,0.038630859505148205,0.9646168123074571,0.02459218088555681
-0.0591137353440937,0.016189123959947083,-0.07962779641504855,0.42171804987741923,1.0,0.2469933482599347,-0.6398455548135472,-0.37807068285936085,0.5758667026784967,-0.016956902655433766,0.316216356057074,-0.07903798439449253,0.5115236733249663,-0.016956902655433766,-0.0509800930119507,0.014203148042715243,-0.11051047873295934,0.4169502926871015,0.9658642194564961,0.27447073865853877,-0.7730735893731953,-0.3733919076791328,0.572420703218443,-0.04675076277982318,0.30189988764483405,-0.1099440768013358,0.5063301806109328,-0.04675076277982318
0.300788407798371,0.0847319333620018,-0.9137497335183958,-0.031131991521487,0.2469933482599347,1.0,-0.1327875211181061,-0.1084556828154302,0.27468303285429396,-0.8516956105127457,-0.057015455431563423,-0.9136296157718526,0.12761342119246588,-0.8516956105127457,0.3057786848489023,0.08530377427538176,-0.9147627362038747,-0.049542115550827125,0.1965191536280517,0.9969111679327871,-0.2168455117981466,-0.10220459984620428,0.26551867643317667,-0.849858982440784,-0.05370131597458456,-0.9146636929107219,0.08906953396394077,-0.849858982440784
-0.008633029994032933,0.0010383182606077698,-0.016171226776108504,-0.3360644615448341,-0.6398455548135472,-0.1327875211181061,1.0,0.42448155697918005,-0.41715152364913416,-0.05229296405109485,-0.2316513847552499,-0.016757591972801262,-0.3599859214828857,-0.05229296405109485,-0.013330689599357744,0.0024492374876276066,0.003054274654749654,-0.311705751744937,-0.7414997615241058,-0.15094431332835415,0.8571252233552343,0.42067916236756386,-0.41454716172782674,-0.035076898049129876,-0.22309897920054364,0.002480884261612901,-0.37334864419493125,-0.035076898049129876
-0.04724078814950561,0.006428028774484442,0.005522729118843408,-0.4837096237570235,-0.37807068285936085,-0.1084556828154302,0.42448155697918005,1.0,-0.4438801967255431,-0.044737265166135826,-0.2083054609093709,0.005023998730781404,-0.46204430681564657,-0.044737265166135826,-0.04234172500812593,0.006587619515613449,0.009940974537031171,-0.48706507101596597,-0.44888380564651614,-0.11474385542515744,0.33498896794417793,0.99725448630206,-0.44470847585055195,-0.04062701949205037,-0.20955698239816872,0.009442932234575914,-0.472691874059813,-0.04062701949205037
0.025837139461204323,-0.015387492965746648,-0.20658417141362534,0.3580543141203,0.5758667026784967,0.27468303285429396,-0.41715152364913416,-0.4438801967255431,1.0,-0.15397555757708745,0.10454196835460217,-0.2058787233401476,0.4139623543573566,-0.15397555757708745,0.02997949154396637,-0.016198950914896607,-0.21660204424755464,0.36015494816779436,0.5853961194226769,0.2838715773609049,-0.4621382403437003,-0.44311300383391833,0.9976649188392858,-0.16260150874670085,0.0986724622067451,-0.2159053334581131,0.41943819078733613,-0.16260150874670085
-0.3602022816805759,-0.10129885660731279,0.9736690916812137,0.05319709660436217,-0.016956902655433766,-0.8516956105127457,-0.05229296405109485,-0.044737265166135826,-0.15397555757708745,1.0,0.4958477284050063,0.9737263792531564,-0.09947486540416159,1.0,-0.367248275890213,-0.10371157897249246,0.9733079962266242,0.07837996864551625,0.04963532356647781,-0.8487058507474773,-0.00673001513827741,-0.051034555158703886,-0.1441483662348192,0.9954646527471834,0.4869058202316478,0.9733774604643799,-0.06030402170841802,0.9954646527471834
